NoForm;city;NSE;p5;p6;p7;p16;p17_a;p17_b;p17_c;p17_d;p17_e;p17_f;p17_g;p18;P19;p22_a;p22_b;p22_c;p26
796;Bogota;Medio;Masculino;Modalité n° 53;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
799;Bogota;Medio;Femenino;Modalité n° 17;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=1_n;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
809;Bogota;Medio;Masculino;Modalité n° 48;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
859;Bogota;Medio;Masculino;Modalité n° 25;2 Secundaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=1_comacu
952;Bogota;Medio;Femenino;Modalité n° 14;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
965;Bogota;Medio;Femenino;Modalité n° 62;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
988;Bogota;Medio;Masculino;Modalité n° 26;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=2_acu
1070;Bogota;Medio;Femenino;Modalité n° 29;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=1_n;p22b_ACLYV=1_n;p22c_ACOVC=2_av;p26_ARMA=2_acu
1192;Bogota;Bajo;Masculino;Modalité n° 37;2 Secundaria; ;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
1226;Bogota;Medio;Masculino;Modalité n° 14;2 Secundaria; ;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=1_n;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=3_ind
1254;Bogota;Bajo;Femenino;Modalité n° 41;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1288;Bogota;Bajo;Femenino;Modalité n° 18;2 Secundaria;p16_PNOR=2_neg;p17a_ACL=2_cn;p17b_FACL=1_n;p17c_ABAC=1_n;p17d_FACC=1_n;p17e_AMAC=1_n;p17f_OLCC=1_n;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=1_n;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=2_acu
1315;Bogota;Bajo;Femenino;Modalité n° 19;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1379;Bogota;Bajo;Femenino;Modalité n° 73;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
1385;Bogota;Medio;Masculino;Modalité n° 15;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1393;Bogota;Medio;Femenino;Modalité n° 57;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=1_n;p26_ARMA=4_desac
1424;Bogota;Bajo;Femenino;Modalité n° 26;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1469;Bogota;Bajo;Masculino;Modalité n° 17;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=2_cn;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=1_comacu
1472;Bogota;Bajo;Masculino;Modalité n° 21;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=1_n;p17f_OLCC=1_n;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=3_ind
1499;Bogota;Bajo;Femenino;Modalité n° 35;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=1_comacu
1511;Bogota;Bajo;Femenino;Modalité n° 14;2 Secundaria; ;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
1579;Bogota;Bajo;Masculino;Modalité n° 30;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1659;Bogota;Medio;Femenino;Modalité n° 76;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=2_cn;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
1692;Bogota;Bajo;Masculino;Modalité n° 16;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
1698;Bogota;Medio;Femenino;Modalité n° 14;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
1711;Bogota;Medio;Masculino;Modalité n° 50;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=3_ind
1767;Bogota;Medio;Femenino;Modalité n° 60;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1790;Bogota;Bajo;Femenino;Modalité n° 30;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=1_n;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=1_n;p26_ARMA=4_desac
1800;Bogota;Bajo;Masculino;Modalité n° 51;2 Secundaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1809;Bogota;Bajo;Masculino;Modalité n° 32;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=2_cn;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1827;Bogota;Bajo;Masculino;Modalité n° 28;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1835;Bogota;Medio;Femenino;Modalité n° 14;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=3_ind
1850;Bogota;Bajo;Femenino;Modalité n° 15;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
1926;Bogota;Bajo;Femenino;Modalité n° 40;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=1_n;p17e_AMAC=1_n;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
1941;Bogota;Bajo;Femenino;Modalité n° 52;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1958;Bogota;Medio;Masculino;Modalité n° 20;2 Secundaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1969;Bogota;Medio;Masculino;Modalité n° 21;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=1_n;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=5_comdesac
1992;Bogota;Bajo;Masculino;Modalité n° 22;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2011;Bogota;Bajo;Femenino;Modalité n° 43;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2052;Bogota;Medio;Masculino;Modalité n° 82;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=1_n;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=4_desac
2189;Bogota;Bajo;Masculino;Modalité n° 19;2 Secundaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
2208;Bogota;Bajo;Femenino;Modalité n° 15;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
2225;Bogota;Bajo;Femenino;Modalité n° 33;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
2302;Bogota;Bajo;Masculino;Modalité n° 22;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
2334;Bogota;Medio;Femenino;Modalité n° 54;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
2378;Bogota;Medio;Femenino;Modalité n° 23;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
2399;Bogota;Medio;Masculino;Modalité n° 66;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
2465;Bogota;Bajo;Masculino;Modalité n° 15;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
2521;Bogota;Alto;Masculino;Modalité n° 16;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=2_cn;p17e_AMAC=1_n;p17f_OLCC=4_s;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
2548;Bogota;Alto;Femenino;Modalité n° 69;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
2555;Bogota;Medio;Masculino;Modalité n° 71;2 Secundaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=1_n;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
2565;Bogota;Medio;Femenino;Modalité n° 40;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=1_n;p26_ARMA=4_desac
2611;Bogota;Bajo;Femenino;Modalité n° 42;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
2642;Bogota;Bajo;Masculino;Modalité n° 38;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2653;Bogota;Bajo;Femenino;Modalité n° 53;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2655;Bogota;Bajo;Masculino;Modalité n° 70;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
2711;Bogota;Bajo;Femenino;Modalité n° 14;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=2_cn;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
2752;Bogota;Medio;Masculino;Modalité n° 42;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
2764;Bogota;Bajo;Masculino;Modalité n° 30;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
2782;Bogota;Bajo;Femenino;Modalité n° 37;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
2790;Bogota;Bajo;Masculino;Modalité n° 23;2 Secundaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
2814;Bogota;Medio;Masculino;Modalité n° 54;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=1_comacu
2818;Bogota;Medio;Femenino;Modalité n° 15;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2862;Bogota;Bajo;Masculino;Modalité n° 20;2 Secundaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=1_n;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
